year,county,state,days,good,moderate,unhealthy_for_sensitive_groups,unhealthy,very_unhealthy,max_aqi,90%_aqi,median_aqi,co,no2,o3,so2,pm2_5,pm10
2017,Dauphin,PA,365,275,89,1,NA,NA,110,61,42,NA,NA,182,NA,183,NA
2017,Elk,PA,342,326,16,NA,NA,NA,90,47,35,NA,NA,342,NA,NA,NA
2017,Lackawanna,PA,365,287,78,NA,NA,NA,90,56,40,1,17,189,NA,158,NA
2017,Lancaster,PA,365,205,156,4,NA,NA,128,68,48,NA,NA,107,NA,258,NA
2017,Lehigh,PA,365,294,70,1,NA,NA,115,57,38,NA,NA,224,NA,137,4
2017,Luzerne,PA,365,354,11,NA,NA,NA,71,44,33,NA,NA,352,NA,NA,13
2017,Lycoming,PA,364,343,21,NA,NA,NA,84,46,33,NA,NA,328,NA,NA,36
2017,Mercer,PA,365,199,164,2,NA,NA,108,66,49,NA,NA,121,NA,244,NA
2017,Northampton,PA,365,181,178,3,3,NA,200,77,51,NA,NA,128,7,230,NA
2017,Philadelphia,PA,365,190,163,10,2,NA,166,71,50,NA,5,128,NA,231,1
2017,Somerset,PA,363,342,21,NA,NA,NA,97,47,36,NA,NA,363,NA,NA,NA
2017,Tioga,PA,363,252,111,NA,NA,NA,84,58,43,NA,NA,152,NA,211,NA
2017,Westmoreland,PA,362,211,151,NA,NA,NA,100,64,46,NA,NA,100,NA,262,NA
2017,Indiana,PA,362,328,33,1,NA,NA,104,50,37,NA,NA,346,16,NA,NA
2017,Lebanon,PA,365,181,183,1,NA,NA,127,69,51,NA,NA,116,NA,249,NA
2017,Bradford,PA,362,316,46,NA,NA,NA,74,52,37,NA,NA,203,NA,159,NA
2018,Albany,NY,365,292,71,2,NA,NA,112,59,38,NA,NA,209,NA,156,NA
2018,Bronx,NY,365,286,70,9,NA,NA,150,64,39,NA,76,167,NA,122,NA
2018,Chautauqua,NY,362,311,47,4,NA,NA,126,58,36,NA,NA,335,4,23,NA
2018,Dutchess,NY,364,342,20,1,1,NA,156,46,31,NA,NA,348,16,NA,NA
2018,Erie,NY,365,276,87,2,NA,NA,112,65,40,NA,14,195,NA,156,NA
2018,Essex,NY,365,319,44,2,NA,NA,108,54,41,NA,NA,363,NA,2,NA
2018,Franklin,NY,341,341,NA,NA,NA,NA,24,0,0,NA,NA,NA,341,NA,NA
2018,Hamilton,NY,357,346,11,NA,NA,NA,97,45,33,NA,NA,352,5,NA,NA
2018,Herkimer,NY,248,236,12,NA,NA,NA,93,48,36,NA,NA,245,3,NA,NA
2018,Jefferson,NY,329,307,20,2,NA,NA,105,47,33,NA,NA,329,NA,NA,NA
2018,Kings,NY,365,330,35,NA,NA,NA,80,49,25,NA,NA,NA,NA,365,NA
2018,Monroe,NY,365,301,60,4,NA,NA,108,58,36,NA,4,203,NA,158,NA
2018,Nassau,NY,365,340,25,NA,NA,NA,92,45,21,NA,NA,NA,7,358,NA
2018,New York,NY,365,255,99,10,1,NA,151,66,41,NA,NA,137,NA,228,NA
2018,Niagara,NY,320,294,25,1,NA,NA,101,50,34,NA,NA,320,NA,NA,NA
2018,Oneida,NY,364,347,17,NA,NA,NA,70,43,18,NA,NA,NA,NA,364,NA
2018,Onondaga,NY,365,319,44,2,NA,NA,115,57,35,NA,NA,303,1,61,NA
2018,Orange,NY,365,323,41,1,NA,NA,147,53,35,NA,NA,250,NA,115,NA
2018,Putnam,NY,352,332,18,1,1,NA,151,45,31,NA,NA,337,15,NA,NA
2018,Queens,NY,365,288,69,8,NA,NA,140,60,39,NA,57,171,NA,137,NA
2018,Richmond,NY,363,286,71,6,NA,NA,136,61,37,NA,NA,130,NA,233,NA
2018,Saratoga,NY,361,341,19,1,NA,NA,119,45,31,NA,NA,361,NA,NA,NA
2018,St. Lawrence,NY,359,282,66,11,NA,NA,110,81,14,NA,NA,NA,359,NA,NA
2018,Steuben,NY,363,328,35,NA,NA,NA,87,50,32,3,NA,292,NA,68,NA
2018,Suffolk,NY,365,300,54,10,1,NA,172,61,39,NA,NA,277,NA,88,NA
2018,Tompkins,NY,364,330,32,2,NA,NA,101,49,33,NA,NA,353,11,NA,NA
2018,Wayne,NY,239,210,25,4,NA,NA,115,58,38,NA,NA,239,NA,NA,NA
2018,Westchester,NY,365,316,37,11,1,NA,169,58,34,NA,NA,285,NA,80,NA
2018,Seneca,NY,364,364,NA,NA,NA,NA,17,0,0,NA,NA,NA,364,NA,NA
2018,Oswego,NY,350,324,25,1,NA,NA,112,46.5,32,NA,NA,350,NA,NA,NA
2018,Rockland,NY,365,320,39,5,NA,1,210,54,35,NA,NA,300,NA,65,NA
2018,Franklin,OH,365,261,102,2,NA,NA,122,64,43,NA,19,176,NA,168,2
2018,Hamilton,OH,365,173,184,7,1,NA,159,74,51,NA,14,125,NA,226,NA
2018,Jefferson,OH,365,215,148,2,NA,NA,108,66,47,NA,NA,85,27,253,NA
2018,Madison,OH,244,209,34,1,NA,NA,101,58,41,NA,NA,244,NA,NA,NA
2018,Adams,OH,359,342,17,NA,NA,NA,66,42,23,NA,NA,NA,26,333,NA
2018,Allen,OH,365,304,56,5,NA,NA,119,59,39,NA,NA,214,9,142,NA
2018,Ashtabula,OH,365,329,33,3,NA,NA,129,50,31,NA,NA,243,122,NA,NA
2018,Athens,OH,94,88,6,NA,NA,NA,57,46,27,NA,NA,NA,NA,94,NA
2018,Belmont,OH,365,350,15,NA,NA,NA,69,36,17,1,252,NA,1,106,5
2018,Butler,OH,365,269,90,6,NA,NA,140,69,41,NA,NA,278,10,71,6
2018,Clark,OH,365,240,121,4,NA,NA,140,67,44,NA,NA,158,3,204,NA
2018,Clermont,OH,356,287,67,2,NA,NA,101,61,40,NA,NA,221,NA,135,NA
2018,Clinton,OH,245,202,42,1,NA,NA,112,64,41,NA,NA,245,NA,NA,NA
2018,Columbiana,OH,303,302,1,NA,NA,NA,52,12,1,NA,NA,NA,240,NA,63
2018,Cuyahoga,OH,365,221,133,11,NA,NA,133,75,45,NA,7,172,2,172,12
2018,Delaware,OH,244,212,32,NA,NA,NA,100,54,39,NA,NA,244,NA,NA,NA
2018,Fayette,OH,364,337,27,NA,NA,NA,80,49,35,NA,NA,364,NA,NA,NA
2018,Gallia,OH,365,353,11,1,NA,NA,124,29,4,NA,NA,NA,365,NA,NA
2018,Geauga,OH,245,196,40,9,NA,NA,129,77,42,NA,NA,245,NA,NA,NA
2018,Greene,OH,363,262,100,1,NA,NA,122,61,41,NA,NA,166,NA,197,NA
2018,Knox,OH,245,208,36,1,NA,NA,115,64,40,NA,NA,245,NA,NA,NA
2018,Lake,OH,365,293,61,11,NA,NA,138,67,38,NA,NA,203,6,156,NA
2018,Lawrence,OH,365,319,44,2,NA,NA,119,54,36,NA,NA,174,1,190,NA
2018,Licking,OH,245,210,35,NA,NA,NA,100,54,40,NA,NA,245,NA,NA,NA
2018,Lorain,OH,365,302,62,1,NA,NA,101,57,37,NA,NA,169,NA,196,NA
2018,Lucas,OH,365,273,82,9,1,NA,151,64,41,NA,NA,194,22,149,NA
2018,Mahoning,OH,365,304,61,NA,NA,NA,90,55,36,NA,NA,137,NA,227,1
2018,Medina,OH,365,286,79,NA,NA,NA,100,60,38,NA,NA,180,NA,185,NA
2018,Miami,OH,245,207,37,1,NA,NA,140,61,40,NA,NA,245,NA,NA,NA
2018,Montgomery,OH,363,255,104,4,NA,NA,129,64,43,4,NA,176,NA,183,NA
2018,Morgan,OH,293,292,1,NA,NA,NA,52,9,1,NA,NA,NA,293,NA,NA
2018,Noble,OH,343,314,29,NA,NA,NA,97,49,34,NA,NA,316,NA,27,NA
2018,Portage,OH,279,233,46,NA,NA,NA,100,60,38,NA,NA,224,NA,55,NA
2018,Preble,OH,365,265,99,1,NA,NA,107,61,42,NA,NA,175,NA,190,NA
2018,Scioto,OH,365,353,12,NA,NA,NA,82,35,14,NA,NA,NA,57,109,199
2018,Stark,OH,365,237,125,3,NA,NA,108,69,45,NA,NA,160,NA,205,NA
2018,Summit,OH,365,260,104,1,NA,NA,105,63,41,NA,NA,160,NA,205,NA
2018,Trumbull,OH,353,284,65,4,NA,NA,108,64,39,NA,NA,221,NA,132,NA
2018,Warren,OH,358,260,93,5,NA,NA,136,67,43,NA,NA,189,NA,169,NA
2018,Washington,OH,245,216,26,3,NA,NA,105,54,39,NA,NA,245,NA,NA,NA
2018,Wood,OH,245,213,30,2,NA,NA,115,61,38,NA,NA,245,NA,NA,NA
2018,Harrison,OH,145,142,3,NA,NA,NA,60,30,3,103,NA,NA,NA,40,2
2018,Hancock,ME,365,339,25,1,NA,NA,122,49,37,NA,NA,355,NA,10,NA
2018,Knox,ME,219,209,9,1,NA,NA,112,45,36,NA,NA,219,NA,NA,NA
2018,Washington,ME,339,327,11,1,NA,NA,122,46,36,NA,NA,327,NA,12,NA
2018,Androscoggin,ME,361,336,25,NA,NA,NA,84,47,31,NA,NA,185,NA,174,2
2018,Aroostook,ME,365,316,47,NA,2,NA,195,55,37,NA,NA,206,NA,159,NA
2018,Cumberland,ME,365,318,47,NA,NA,NA,100,54,37,NA,12,236,NA,115,2
2018,Kennebec,ME,360,344,16,NA,NA,NA,90,45.5,29.5,NA,114,216,1,26,3
2018,Oxford,ME,354,310,44,NA,NA,NA,97,53,34,NA,NA,173,NA,181,NA
2018,Penobscot,ME,365,337,28,NA,NA,NA,97,49,32,NA,NA,193,NA,169,3
2018,York,ME,227,207,18,2,NA,NA,119,49,40,NA,NA,227,NA,NA,NA
2018,Erie,PA,365,280,85,NA,NA,NA,84,59,38,NA,5,194,NA,166,NA
2018,Franklin,PA,353,343,10,NA,NA,NA,74,44,32,NA,NA,353,NA,NA,NA
2018,Monroe,PA,355,319,34,2,NA,NA,108,51,35,NA,NA,329,NA,26,NA
2018,Adams,PA,365,294,69,2,NA,NA,105,62,40,NA,NA,253,NA,112,NA
2018,Delaware,PA,365,193,166,6,NA,NA,143,73,49,NA,1,77,NA,287,NA
2018,Fayette,PA,228,183,44,1,NA,NA,105,54,37,NA,1,139,NA,88,NA
2018,Greene,PA,360,323,37,NA,NA,NA,100,51,36,NA,NA,268,NA,92,NA
2018,Lawrence,PA,358,329,29,NA,NA,NA,97,50,32,NA,NA,358,NA,NA,NA
2018,Montgomery,PA,352,284,61,7,NA,NA,129,63,37,NA,NA,212,NA,140,NA
2018,Warren,PA,365,363,1,1,NA,NA,146,23,7,NA,NA,NA,365,NA,NA
2018,Washington,PA,365,233,130,2,NA,NA,105,64,45,NA,NA,178,NA,187,NA
2018,Cumberland,PA,365,270,95,NA,NA,NA,97,60,36,NA,NA,NA,NA,365,NA
2018,York,PA,365,268,96,1,NA,NA,101,61,40,NA,8,213,NA,144,NA
2018,Allegheny,PA,365,159,183,22,1,NA,154,88,54,NA,NA,85,25,255,NA
2018,Armstrong,PA,360,295,64,1,NA,NA,143,58,38,NA,NA,218,NA,142,NA
2018,Beaver,PA,365,246,113,6,NA,NA,136,71,45,NA,2,200,NA,163,NA
2018,Berks,PA,365,270,90,5,NA,NA,117,67,40,NA,NA,237,NA,128,NA
2018,Blair,PA,362,296,65,1,NA,NA,132,59,38,NA,NA,230,4,128,NA
2018,Bucks,PA,333,288,33,9,3,NA,164,64,33,NA,NA,333,NA,NA,NA
2018,Cambria,PA,363,297,66,NA,NA,NA,93,55,38,NA,2,182,1,177,1
2018,Centre,PA,365,286,77,2,NA,NA,122,61,40,NA,1,216,NA,148,NA
2018,Chester,PA,359,270,88,1,NA,NA,112,63,38,NA,NA,190,NA,169,NA
2018,Clearfield,PA,343,320,22,1,NA,NA,101,46,33,NA,NA,343,NA,NA,NA
2018,Dauphin,PA,365,279,85,1,NA,NA,108,67,39,NA,NA,203,NA,161,1
2018,Elk,PA,351,325,26,NA,NA,NA,97,48,34,NA,NA,351,NA,NA,NA
2018,Lackawanna,PA,365,306,59,NA,NA,NA,95,60,36,NA,16,198,NA,151,NA
2018,Lancaster,PA,365,246,114,5,NA,NA,126,74,44,NA,NA,177,NA,188,NA
2018,Lehigh,PA,365,272,91,2,NA,NA,126,67,38,NA,NA,226,NA,136,3
2018,Luzerne,PA,365,340,24,1,NA,NA,101,48,32,NA,NA,353,NA,NA,12
2018,Lycoming,PA,345,327,18,NA,NA,NA,97,44,31,NA,NA,344,NA,NA,1
2018,Mercer,PA,365,279,83,3,NA,NA,115,63,40,NA,NA,273,NA,92,NA
2018,Northampton,PA,365,251,109,5,NA,NA,136,74,41,NA,NA,196,NA,169,NA
2018,Philadelphia,PA,365,217,138,9,1,NA,156,71,46,NA,7,129,NA,229,NA
2018,Somerset,PA,357,330,27,NA,NA,NA,90,47,33,NA,NA,357,NA,NA,NA
2018,Tioga,PA,347,310,37,NA,NA,NA,97,52,35,NA,1,282,NA,64,NA
2018,Westmoreland,PA,364,321,41,2,NA,NA,122,51,36,NA,NA,256,NA,108,NA
2018,Indiana,PA,356,322,33,1,NA,NA,105,50,35,NA,NA,349,7,NA,NA
2018,Lebanon,PA,365,260,103,2,NA,NA,101,64,39,NA,NA,182,NA,183,NA
2018,Bradford,PA,356,310,46,NA,NA,NA,97,53,35,NA,2,243,NA,111,NA
2018,Susquehanna,PA,88,81,7,NA,NA,NA,62,47,23.5,NA,NA,NA,NA,88,NA
2019,Albany,NY,365,322,43,NA,NA,NA,92,53,37,NA,NA,233,NA,132,NA
2019,Bronx,NY,365,280,82,3,NA,NA,115,63,40,NA,59,159,NA,147,NA
2019,Chautauqua,NY,365,337,27,1,NA,NA,105,49,37,NA,NA,317,22,26,NA
2019,Dutchess,NY,365,353,12,NA,NA,NA,90,45,33,NA,NA,331,34,NA,NA
2019,Erie,NY,365,310,55,NA,NA,NA,93,54,38,NA,24,216,NA,125,NA
2019,Essex,NY,365,332,33,NA,NA,NA,80,50,42,NA,NA,362,1,2,NA
2019,Franklin,NY,356,356,NA,NA,NA,NA,1,0,0,NA,NA,NA,356,NA,NA
2019,Hamilton,NY,360,358,2,NA,NA,NA,54,44,34,NA,NA,323,37,NA,NA
2019,Herkimer,NY,222,222,NA,NA,NA,NA,45,36,27,NA,NA,185,37,NA,NA
2019,Jefferson,NY,205,198,7,NA,NA,NA,64,46,35,NA,NA,205,NA,NA,NA
2019,Kings,NY,365,335,30,NA,NA,NA,75,46,27,NA,NA,NA,NA,365,NA
2019,Monroe,NY,365,321,44,NA,NA,NA,90,52,36,NA,3,227,NA,135,NA
2019,Nassau,NY,363,344,19,NA,NA,NA,68,42,22,NA,NA,NA,14,349,NA
2019,New York,NY,365,293,70,2,NA,NA,136,58,39,NA,NA,181,NA,184,NA
2019,Niagara,NY,352,339,13,NA,NA,NA,80,44,34.5,NA,NA,352,NA,NA,NA
2019,Oneida,NY,355,345,10,NA,NA,NA,60,35,18,NA,NA,NA,NA,355,NA
2019,Onondaga,NY,365,337,28,NA,NA,NA,77,49,37,NA,NA,280,NA,85,NA
2019,Orange,NY,365,343,22,NA,NA,NA,74,47,36,NA,NA,268,NA,97,NA
2019,Putnam,NY,364,348,15,1,NA,NA,101,46,34,NA,NA,329,35,NA,NA
2019,Queens,NY,365,292,69,4,NA,NA,119,58,40,NA,74,188,NA,103,NA
2019,Richmond,NY,365,314,51,NA,NA,NA,97,55,37,NA,NA,224,NA,141,NA
2019,Saratoga,NY,331,328,3,NA,NA,NA,58,44,33,NA,NA,331,NA,NA,NA
2019,St. Lawrence,NY,365,279,76,10,NA,NA,105,80,17,NA,NA,NA,365,NA,NA
2019,Steuben,NY,365,349,16,NA,NA,NA,65,47,35,NA,NA,289,NA,76,NA
2019,Suffolk,NY,365,300,56,9,NA,NA,150,61,40,NA,NA,290,1,74,NA
2019,Tompkins,NY,365,358,7,NA,NA,NA,61,45,34,NA,NA,353,12,NA,NA
2019,Wayne,NY,268,253,15,NA,NA,NA,90,47,35,NA,NA,268,NA,NA,NA
2019,Westchester,NY,365,330,34,1,NA,NA,105,50,36,NA,NA,287,NA,78,NA
2019,Seneca,NY,360,360,NA,NA,NA,NA,6,1,0,NA,NA,NA,360,NA,NA
2019,Oswego,NY,321,316,5,NA,NA,NA,67,45,34,NA,NA,321,NA,NA,NA
2019,Rockland,NY,365,335,29,1,NA,NA,112,49,36,NA,NA,295,NA,70,NA
2019,Franklin,OH,365,244,120,1,NA,NA,101,65,46,NA,4,169,NA,191,1
2019,Hamilton,OH,365,162,197,6,NA,NA,119,77,52,NA,7,141,NA,217,NA
2019,Jefferson,OH,365,232,131,2,NA,NA,123,63,45,NA,NA,108,7,250,NA
2019,Madison,OH,245,209,36,NA,NA,NA,93,54,42,NA,NA,245,NA,NA,NA
2019,Adams,OH,365,361,4,NA,NA,NA,61,36,20,NA,NA,NA,41,324,NA
2019,Allen,OH,364,303,61,NA,NA,NA,97,56,39,NA,NA,208,32,124,NA
2019,Ashtabula,OH,358,334,23,1,NA,NA,112,47,34,NA,NA,245,113,NA,NA
2019,Athens,OH,120,116,4,NA,NA,NA,56,42,25,NA,NA,NA,NA,120,NA
2019,Belmont,OH,365,349,16,NA,NA,NA,66,38,15,10,254,NA,2,90,9
2019,Butler,OH,365,247,105,13,NA,NA,147,78,44,NA,NA,270,27,63,5
2019,Clark,OH,365,220,143,2,NA,NA,105,64,45,NA,NA,150,3,212,NA
2019,Clermont,OH,358,287,67,4,NA,NA,140,58,40,NA,NA,209,NA,149,NA
2019,Clinton,OH,244,203,41,NA,NA,NA,100,58,43,NA,NA,244,NA,NA,NA
2019,Columbiana,OH,350,350,NA,NA,NA,NA,26,10.5,1,NA,NA,NA,288,NA,62
2019,Cuyahoga,OH,365,188,173,4,NA,NA,108,70,50,NA,NA,123,2,227,13
2019,Delaware,OH,241,214,27,NA,NA,NA,84,51,41,NA,NA,241,NA,NA,NA
2019,Fayette,OH,355,332,23,NA,NA,NA,74,48,38,NA,NA,355,NA,NA,NA
2019,Gallia,OH,365,337,26,2,NA,NA,117,46,6,NA,NA,NA,365,NA,NA
2019,Geauga,OH,230,189,39,2,NA,NA,119,61,42,NA,NA,230,NA,NA,NA
2019,Greene,OH,243,213,30,NA,NA,NA,90,54,41,NA,NA,243,NA,NA,NA
2019,Knox,OH,245,218,27,NA,NA,NA,93,51,41,NA,NA,245,NA,NA,NA
2019,Lake,OH,365,317,43,5,NA,NA,115,54,37,NA,NA,228,1,136,NA
2019,Lawrence,OH,365,328,37,NA,NA,NA,77,51,39,NA,NA,193,NA,172,NA
2019,Licking,OH,245,223,22,NA,NA,NA,80,50,41,NA,NA,245,NA,NA,NA
2019,Lorain,OH,362,313,49,NA,NA,NA,72,52,38,NA,NA,197,NA,165,NA
2019,Lucas,OH,365,293,71,1,NA,NA,143,61,40,NA,NA,193,15,157,NA
2019,Mahoning,OH,365,308,57,NA,NA,NA,84,54,39,NA,NA,172,5,188,NA
2019,Medina,OH,353,304,49,NA,NA,NA,78,53,38,NA,NA,156,NA,197,NA
2019,Miami,OH,241,226,15,NA,NA,NA,77,49,40,NA,NA,241,NA,NA,NA
2019,Montgomery,OH,365,229,136,NA,NA,NA,94,64,45,NA,NA,163,NA,201,1
2019,Morgan,OH,351,351,NA,NA,NA,NA,29,10,1,NA,NA,NA,351,NA,NA
2019,Noble,OH,361,336,25,NA,NA,NA,87,49,37,NA,NA,341,NA,20,NA
2019,Portage,OH,270,252,18,NA,NA,NA,87,49,37,NA,NA,213,NA,57,NA
2019,Preble,OH,364,266,98,NA,NA,NA,93,60,42.5,NA,NA,215,NA,149,NA
2019,Scioto,OH,365,356,9,NA,NA,NA,78,37,14,NA,NA,NA,52,103,210
2019,Stark,OH,365,226,139,NA,NA,NA,100,67,46,NA,NA,160,NA,205,NA
2019,Summit,OH,365,279,83,3,NA,NA,115,61,42,NA,NA,167,2,196,NA
2019,Trumbull,OH,362,295,67,NA,NA,NA,100,58,40,NA,NA,205,NA,157,NA
2019,Warren,OH,360,284,73,3,NA,NA,122,62.5,42.5,NA,NA,193,NA,167,NA
2019,Washington,OH,245,219,26,NA,NA,NA,87,51,41,NA,NA,245,NA,NA,NA
2019,Wood,OH,244,225,19,NA,NA,NA,87,49,38,NA,NA,244,NA,NA,NA
2019,Harrison,OH,293,290,3,NA,NA,NA,59,30,2,236,NA,NA,NA,55,2
2019,Hancock,ME,365,347,17,1,NA,NA,105,48,36,2,NA,342,NA,20,1
2019,Knox,ME,213,204,9,NA,NA,NA,84,47,36,NA,NA,213,NA,NA,NA
2019,Washington,ME,363,360,3,NA,NA,NA,71,45,34,NA,NA,363,NA,NA,NA
2019,Androscoggin,ME,361,345,16,NA,NA,NA,72,44,31,NA,NA,194,NA,164,3
2019,Aroostook,ME,365,333,30,1,1,NA,174,50,34,NA,NA,241,NA,107,17
2019,Cumberland,ME,365,314,51,NA,NA,NA,100,54,39,NA,NA,148,NA,213,4
2019,Kennebec,ME,361,356,5,NA,NA,NA,67,44,28,NA,129,211,NA,21,NA
2019,Oxford,ME,334,323,11,NA,NA,NA,68,44,30,NA,NA,171,NA,163,NA
2019,Penobscot,ME,362,349,13,NA,NA,NA,72,45,31,NA,NA,205,NA,150,7
2019,York,ME,231,216,14,1,NA,NA,115,48,38,NA,NA,231,NA,NA,NA
2019,Erie,PA,364,322,42,NA,NA,NA,93,51,36,2,6,237,NA,119,NA
2019,Franklin,PA,341,324,17,NA,NA,NA,80,48,36,NA,NA,341,NA,NA,NA
2019,Monroe,PA,349,340,9,NA,NA,NA,80,45,34,NA,NA,349,NA,NA,NA
2019,Adams,PA,365,288,77,NA,NA,NA,85,59,42,NA,NA,260,NA,105,NA
2019,Delaware,PA,365,240,118,7,NA,NA,133,71,44,NA,3,204,NA,158,NA
2019,Fayette,PA,360,313,47,NA,NA,NA,72,54,39,NA,NA,266,NA,94,NA
2019,Greene,PA,349,329,20,NA,NA,NA,71,48,35,NA,NA,250,NA,99,NA
2019,Lawrence,PA,361,356,5,NA,NA,NA,74,43,31,NA,NA,361,NA,NA,NA
2019,Montgomery,PA,362,302,59,1,NA,NA,129,58,35,NA,NA,231,NA,131,NA
2019,Warren,PA,365,357,6,2,NA,NA,120,27,9,NA,NA,NA,365,NA,NA
2019,Washington,PA,365,252,113,NA,NA,NA,94,64,44,NA,NA,198,NA,167,NA
2019,Cumberland,PA,365,268,92,5,NA,NA,150,64,38,NA,NA,NA,NA,365,NA
2019,York,PA,365,299,66,NA,NA,NA,93,56,41,NA,19,226,1,119,NA
2019,Allegheny,PA,365,138,212,11,4,NA,161,81,55,NA,NA,87,24,254,NA
2019,Armstrong,PA,365,323,42,NA,NA,NA,71,51,37,NA,NA,237,NA,128,NA
2019,Beaver,PA,365,248,116,1,NA,NA,132,64,45,NA,NA,224,NA,141,NA
2019,Berks,PA,365,279,80,5,1,NA,165,63,42,NA,NA,232,NA,133,NA
2019,Blair,PA,354,281,73,NA,NA,NA,92,60,41,NA,NA,206,2,146,NA
2019,Bucks,PA,357,318,36,3,NA,NA,136,54,35,NA,NA,357,NA,NA,NA
2019,Cambria,PA,365,296,69,NA,NA,NA,88,57,39,2,1,182,NA,180,NA
2019,Centre,PA,365,267,98,NA,NA,NA,99,62,44,NA,NA,195,NA,170,NA
2019,Chester,PA,364,266,96,2,NA,NA,115,64,43,NA,NA,252,NA,112,NA
2019,Clearfield,PA,359,357,2,NA,NA,NA,61,44,33,NA,NA,359,NA,NA,NA
2019,Dauphin,PA,365,286,75,3,1,NA,158,64,41,NA,NA,232,NA,132,1
2019,Elk,PA,357,345,12,NA,NA,NA,80,46,35,NA,NA,357,NA,NA,NA
2019,Lackawanna,PA,365,333,32,NA,NA,NA,80,49,37,NA,18,290,NA,57,NA
2019,Lancaster,PA,365,238,117,9,1,NA,157,72,45,NA,NA,190,NA,174,1
2019,Lehigh,PA,360,293,64,3,NA,NA,119,60.5,38,NA,NA,241,NA,117,2
2019,Luzerne,PA,361,350,11,NA,NA,NA,77,45,34,NA,NA,348,1,NA,12
2019,Lycoming,PA,361,340,21,NA,NA,NA,74,46,35,NA,NA,299,NA,62,NA
2019,Mercer,PA,365,290,75,NA,NA,NA,95,57,41,NA,NA,255,NA,110,NA
2019,Northampton,PA,363,286,74,3,NA,NA,114,62,40,NA,2,233,NA,128,NA
2019,Philadelphia,PA,365,244,115,6,NA,NA,140,71,44,NA,27,203,NA,135,NA
2019,Somerset,PA,359,340,19,NA,NA,NA,80,48,36,NA,NA,359,NA,NA,NA
2019,Tioga,PA,361,342,19,NA,NA,NA,74,47,36,NA,3,284,NA,74,NA
2019,Westmoreland,PA,354,319,35,NA,NA,NA,93,50,38,NA,NA,263,NA,91,NA
2019,Indiana,PA,364,337,27,NA,NA,NA,93,49,38,NA,NA,348,16,NA,NA
2019,Lebanon,PA,360,278,78,4,NA,NA,142,62,42,NA,NA,211,NA,149,NA
2019,Bradford,PA,352,314,38,NA,NA,NA,75,52,36,NA,NA,234,NA,118,NA
2019,Susquehanna,PA,352,328,24,NA,NA,NA,76,46,24,NA,NA,NA,NA,352,NA
2019,Wyoming,PA,27,19,8,NA,NA,NA,85,63,29,NA,NA,NA,NA,27,NA
2020,Albany,NY,366,307,56,3,NA,NA,143,55,38,NA,NA,178,1,187,NA
2020,Bronx,NY,366,291,74,1,NA,NA,108,61,39,NA,34,175,NA,157,NA
2020,Chautauqua,NY,363,338,25,NA,NA,NA,93,47,35,NA,NA,351,NA,12,NA
2020,Dutchess,NY,365,356,9,NA,NA,NA,87,44,33,NA,NA,331,34,NA,NA
2020,Erie,NY,366,317,47,NA,2,NA,155,52,37,NA,9,217,1,139,NA
2020,Essex,NY,366,351,15,NA,NA,NA,80,47,38,NA,NA,359,1,6,NA
2020,Hamilton,NY,361,358,3,NA,NA,NA,54,44,34,NA,NA,357,4,NA,NA
2020,Jefferson,NY,360,345,15,NA,NA,NA,90,44,33,NA,NA,360,NA,NA,NA
2020,Kings,NY,365,338,27,NA,NA,NA,77,47,23,NA,NA,NA,NA,365,NA
2020,Monroe,NY,366,323,43,NA,NA,NA,80,52,36,NA,NA,232,NA,134,NA
2020,Nassau,NY,364,347,17,NA,NA,NA,72,41,20,NA,NA,NA,13,351,NA
2020,New York,NY,366,311,54,1,NA,NA,108,56,37,2,NA,218,NA,146,NA
2020,Niagara,NY,359,340,19,NA,NA,NA,87,46,34,NA,NA,359,NA,NA,NA
2020,Oneida,NY,349,334,15,NA,NA,NA,78,36,16,NA,NA,NA,NA,349,NA
2020,Onondaga,NY,364,336,28,NA,NA,NA,74,48,35,NA,NA,274,NA,90,NA
2020,Orange,NY,366,342,24,NA,NA,NA,97,47,36,NA,NA,253,NA,113,NA
2020,Putnam,NY,356,350,6,NA,NA,NA,64,44,32,NA,NA,314,42,NA,NA
2020,Queens,NY,366,298,65,3,NA,NA,140,61,38,NA,47,210,NA,109,NA
2020,Richmond,NY,364,319,43,2,NA,NA,108,52,35.5,NA,NA,205,NA,159,NA
2020,Saratoga,NY,319,315,4,NA,NA,NA,61,44,33,NA,NA,319,NA,NA,NA
2020,St. Lawrence,NY,365,295,56,14,NA,NA,118,69,14,NA,NA,NA,365,NA,NA
2020,Steuben,NY,365,356,9,NA,NA,NA,79,44,34,NA,NA,304,NA,61,NA
2020,Suffolk,NY,366,309,51,6,NA,NA,133,59,37,NA,NA,289,NA,77,NA
2020,Tompkins,NY,364,359,5,NA,NA,NA,64,44,34,NA,NA,364,NA,NA,NA
2020,Wayne,NY,327,305,22,NA,NA,NA,80,46,34,NA,NA,327,NA,NA,NA
2020,Westchester,NY,363,327,35,1,NA,NA,105,50,36,NA,NA,275,NA,88,NA
2020,Oswego,NY,359,349,10,NA,NA,NA,58,44,33,NA,NA,359,NA,NA,NA
2020,Rockland,NY,366,340,26,NA,NA,NA,93,48,34,NA,NA,297,NA,69,NA
2020,Franklin,OH,366,296,68,2,NA,NA,102,58,40,NA,7,189,NA,170,NA
